state,handgun,long_gun,multiple,year,month
New Mexico,3806.0,5524.0,193,2009,12
New York,4652.0,15879.0,62,2009,12
North Carolina,239.0,21565.0,133,2009,12
North Dakota,852.0,2860.0,42,2009,12
Ohio,17880.0,20595.0,600,2009,12
Oklahoma,9249.0,13253.0,585,2009,12
Oregon,6912.0,11402.0,453,2009,12
Pennsylvania,0.0,56138.0,89,2009,12
Puerto Rico,600.0,106.0,16,2009,12
Rhode Island,645.0,636.0,74,2009,12
South Carolina,7431.0,9987.0,188,2009,12
South Dakota,1367.0,4622.0,66,2009,12
Tennessee,16886.0,20554.0,607,2009,12
Texas,38003.0,55742.0,1757,2009,12
Utah,3123.0,6483.0,153,2009,12
Vermont,769.0,1249.0,24,2009,12
Virgin Islands,30.0,2.0,1,2009,12
Virginia,11911.0,17572.0,401,2009,12
Washington,11211.0,12797.0,378,2009,12
West Virginia,5102.0,9994.0,288,2009,12
Wisconsin,5164.0,11178.0,6,2009,12
Wyoming,1366.0,2548.0,68,2009,12
Alabama,8846.0,17054.0,431,2009,11
Alaska,1743.0,2575.0,105,2009,11
Arizona,4950.0,5721.0,293,2009,11
Arkansas,3487.0,9651.0,256,2009,11
California,16571.0,22677.0,0,2009,11
Colorado,9422.0,11977.0,3067,2009,11
Connecticut,3409.0,3866.0,0,2009,11
Delaware,656.0,1227.0,27,2009,11
District of Columbia,29.0,0.0,0,2009,11
Florida,25427.0,17590.0,1141,2009,11
Georgia,6802.0,10988.0,324,2009,11
Guam,21.0,22.0,0,2009,11
Hawaii,0.0,0.0,0,2009,11
Idaho,1540.0,3649.0,110,2009,11
Illinois,7925.0,12399.0,473,2009,11
Indiana,7883.0,14084.0,301,2009,11
Iowa,27.0,5416.0,4,2009,11
Kansas,4396.0,8394.0,306,2009,11
Kentucky,6521.0,12119.0,441,2009,11
Louisiana,6232.0,13866.0,310,2009,11
Maine,1552.0,3607.0,84,2009,11
Mariana Islands,0.0,0.0,0,2009,11
Maryland,3567.0,5674.0,9,2009,11
Massachusetts,2420.0,2251.0,76,2009,11
Michigan,1814.0,16893.0,53,2009,11
Minnesota,3966.0,10999.0,142,2009,11
Mississippi,3428.0,11069.0,264,2009,11
Missouri,10663.0,16145.0,471,2009,11
Montana,1521.0,3913.0,135,2009,11
Nebraska,16.0,3611.0,4,2009,11
Nevada,3411.0,3284.0,253,2009,11
New Hampshire,2234.0,2729.0,4,2009,11
New Jersey,1999.0,2644.0,70,2009,11
New Mexico,2699.0,3571.0,245,2009,11
New York,4162.0,16442.0,59,2009,11
North Carolina,214.0,15387.0,118,2009,11
North Dakota,737.0,2881.0,42,2009,11
Ohio,15223.0,20759.0,603,2009,11
Oklahoma,7205.0,10286.0,500,2009,11
Oregon,5618.0,8861.0,373,2009,11
Pennsylvania,0.0,59769.0,162,2009,11
Puerto Rico,471.0,94.0,16,2009,11
Rhode Island,554.0,534.0,72,2009,11
South Carolina,7783.0,8398.0,210,2009,11
South Dakota,1012.0,4323.0,61,2009,11
Tennessee,12301.0,15026.0,535,2009,11
Texas,27116.0,36125.0,1438,2009,11
Utah,2402.0,4379.0,125,2009,11
Vermont,529.0,1500.0,23,2009,11
Virgin Islands,15.0,4.0,0,2009,11
Virginia,11099.0,15971.0,364,2009,11
Washington,8101.0,9112.0,311,2009,11
West Virginia,3522.0,9722.0,251,2009,11
Wisconsin,4708.0,14139.0,12,2009,11
Wyoming,1023.0,1758.0,61,2009,11
Alabama,9051.0,13174.0,495,2009,10
Alaska,2400.0,3491.0,185,2009,10
Arizona,5272.0,5127.0,244,2009,10
Arkansas,3362.0,7981.0,308,2009,10
California,17537.0,19713.0,0,2009,10
Colorado,8995.0,11262.0,2683,2009,10
Connecticut,3830.0,3937.0,0,2009,10
Delaware,715.0,1006.0,31,2009,10
District of Columbia,28.0,0.0,0,2009,10
Florida,25740.0,15529.0,1371,2009,10
Georgia,7054.0,10157.0,330,2009,10
Guam,19.0,28.0,1,2009,10
Hawaii,0.0,0.0,0,2009,10
Idaho,1559.0,3962.0,123,2009,10
Illinois,8321.0,11369.0,447,2009,10
Indiana,8784.0,11917.0,334,2009,10
Iowa,33.0,4700.0,4,2009,10
Kansas,4912.0,7135.0,316,2009,10
Kentucky,6802.0,11016.0,555,2009,10
Louisiana,6313.0,13425.0,308,2009,10
Maine,1905.0,5557.0,119,2009,10
Mariana Islands,0.0,0.0,0,2009,10
Maryland,3209.0,4739.0,10,2009,10
Massachusetts,2700.0,2233.0,85,2009,10
Michigan,1847.0,14413.0,52,2009,10
Minnesota,4546.0,16459.0,212,2009,10
Mississippi,3643.0,7635.0,253,2009,10
Missouri,12308.0,16487.0,535,2009,10
Montana,1733.0,5721.0,180,2009,10
Nebraska,13.0,3290.0,2,2009,10
Nevada,3708.0,3096.0,250,2009,10
New Hampshire,2724.0,3388.0,6,2009,10
New Jersey,2393.0,2497.0,61,2009,10
New Mexico,3191.0,3570.0,156,2009,10
New York,4851.0,17047.0,81,2009,10
North Carolina,212.0,13089.0,156,2009,10
North Dakota,729.0,4300.0,42,2009,10
Ohio,15130.0,15489.0,668,2009,10
Oklahoma,6218.0,8201.0,602,2009,10
Oregon,5616.0,8543.0,411,2009,10
Pennsylvania,0.0,55853.0,74,2009,10
Puerto Rico,576.0,111.0,12,2009,10
Rhode Island,654.0,584.0,90,2009,10
South Carolina,4957.0,5714.0,164,2009,10
South Dakota,1127.0,5923.0,88,2009,10
Tennessee,12770.0,12309.0,538,2009,10
Texas,24638.0,32633.0,1449,2009,10
Utah,2056.0,3591.0,147,2009,10
Vermont,692.0,1687.0,29,2009,10
Virgin Islands,21.0,0.0,0,2009,10
Virginia,12430.0,14753.0,380,2009,10
Washington,8594.0,9790.0,387,2009,10
West Virginia,3582.0,8264.0,340,2009,10
Wisconsin,4807.0,15777.0,8,2009,10
Wyoming,915.0,1764.0,47,2009,10
Alabama,7789.0,11911.0,452,2009,9
Alaska,1708.0,2670.0,95,2009,9
Arizona,5369.0,5353.0,262,2009,9
Arkansas,3447.0,6513.0,245,2009,9
California,15805.0,19228.0,0,2009,9
Colorado,9181.0,9886.0,2788,2009,9
Connecticut,3276.0,3077.0,0,2009,9
Delaware,678.0,798.0,36,2009,9
District of Columbia,23.0,0.0,0,2009,9
Florida,23346.0,13521.0,1092,2009,9
Georgia,6389.0,7383.0,330,2009,9
Guam,20.0,18.0,0,2009,9
Hawaii,0.0,0.0,0,2009,9
Idaho,1500.0,3685.0,92,2009,9
Illinois,6722.0,9425.0,434,2009,9
Indiana,6860.0,8705.0,295,2009,9
Iowa,29.0,3416.0,2,2009,9
Kansas,3726.0,5308.0,244,2009,9
Kentucky,5913.0,8115.0,432,2009,9
Louisiana,8739.0,14274.0,450,2009,9
Maine,1763.0,3787.0,92,2009,9
Mariana Islands,0.0,0.0,0,2009,9
Maryland,3241.0,3717.0,11,2009,9
Massachusetts,2181.0,1784.0,82,2009,9
Michigan,1690.0,12250.0,49,2009,9
Minnesota,4113.0,13734.0,185,2009,9
Mississippi,3295.0,6237.0,202,2009,9
Missouri,10959.0,11621.0,467,2009,9
Montana,1808.0,4398.0,185,2009,9
Nebraska,8.0,2476.0,0,2009,9
Nevada,2868.0,2614.0,222,2009,9
New Hampshire,2078.0,2554.0,10,2009,9
New Jersey,2182.0,1819.0,82,2009,9
New Mexico,2873.0,3316.0,255,2009,9
New York,4246.0,13698.0,70,2009,9
North Carolina,183.0,10168.0,123,2009,9
North Dakota,643.0,2787.0,32,2009,9
Ohio,12947.0,12103.0,587,2009,9
Oklahoma,5729.0,6593.0,425,2009,9
Oregon,5443.0,8675.0,323,2009,9
Pennsylvania,0.0,50144.0,91,2009,9
Puerto Rico,535.0,162.0,14,2009,9
Rhode Island,444.0,551.0,77,2009,9
South Carolina,4909.0,5215.0,174,2009,9
South Dakota,1115.0,4207.0,62,2009,9
Tennessee,11365.0,9855.0,445,2009,9
Texas,21498.0,33233.0,1426,2009,9
Utah,2013.0,3448.0,124,2009,9
Vermont,634.0,1353.0,26,2009,9
Virgin Islands,21.0,0.0,1,2009,9
Virginia,9887.0,11211.0,327,2009,9
Washington,7347.0,8666.0,343,2009,9
West Virginia,3374.0,5763.0,253,2009,9
Wisconsin,4682.0,12645.0,6,2009,9
Wyoming,1015.0,1813.0,71,2009,9
Alabama,8680.0,11371.0,425,2009,8
Alaska,1777.0,2712.0,119,2009,8
Arizona,5539.0,5189.0,254,2009,8
Arkansas,3682.0,4827.0,234,2009,8
California,17376.0,21212.0,0,2009,8
Colorado,9391.0,9936.0,3455,2009,8
Connecticut,3486.0,2936.0,0,2009,8
Delaware,699.0,808.0,27,2009,8
District of Columbia,30.0,0.0,0,2009,8
Florida,24043.0,13398.0,1167,2009,8
Georgia,7279.0,6932.0,297,2009,8
Guam,20.0,19.0,1,2009,8
Hawaii,0.0,0.0,0,2009,8
Idaho,1510.0,3112.0,102,2009,8
Illinois,6978.0,9265.0,380,2009,8
Indiana,7900.0,8544.0,316,2009,8
Iowa,32.0,2608.0,6,2009,8
Kansas,4333.0,5339.0,284,2009,8
Kentucky,5978.0,7073.0,424,2009,8
Louisiana,6833.0,9223.0,289,2009,8
Maine,1544.0,2572.0,75,2009,8
Mariana Islands,0.0,0.0,0,2009,8
Maryland,2939.0,3317.0,6,2009,8
Massachusetts,1978.0,1426.0,59,2009,8
Michigan,1905.0,9943.0,51,2009,8
Minnesota,4483.0,10322.0,168,2009,8
Mississippi,3621.0,5482.0,192,2009,8
Missouri,11415.0,11302.0,505,2009,8
Montana,1999.0,4069.0,140,2009,8
Nebraska,7.0,2105.0,2,2009,8
Nevada,3342.0,2822.0,232,2009,8
New Hampshire,1920.0,2184.0,2,2009,8
New Jersey,2368.0,1724.0,77,2009,8
New Mexico,3127.0,3238.0,284,2009,8
New York,3989.0,9924.0,78,2009,8
North Carolina,193.0,9260.0,107,2009,8
North Dakota,634.0,2335.0,29,2009,8
Ohio,12895.0,11300.0,526,2009,8
Oklahoma,6981.0,6726.0,447,2009,8
Oregon,5231.0,6588.0,356,2009,8
Pennsylvania,0.0,44637.0,103,2009,8
Puerto Rico,504.0,162.0,14,2009,8
Rhode Island,480.0,402.0,71,2009,8
South Carolina,5034.0,4635.0,151,2009,8
South Dakota,1054.0,3326.0,72,2009,8
Tennessee,11855.0,9296.0,514,2009,8
Texas,24624.0,30487.0,1350,2009,8
Utah,1856.0,2941.0,98,2009,8
Vermont,671.0,927.0,37,2009,8
Virgin Islands,15.0,3.0,1,2009,8
Virginia,10372.0,10198.0,312,2009,8
Washington,7816.0,8045.0,331,2009,8
West Virginia,3509.0,4396.0,232,2009,8
Wisconsin,4500.0,9966.0,7,2009,8
Wyoming,1106.0,1746.0,56,2009,8
Alabama,8101.0,8815.0,409,2009,7
Alaska,1710.0,2072.0,81,2009,7
Arizona,5554.0,4386.0,233,2009,7
Arkansas,3540.0,3779.0,189,2009,7
California,18555.0,17211.0,0,2009,7
Colorado,8577.0,8285.0,4087,2009,7
Connecticut,3273.0,2502.0,0,2009,7
Delaware,671.0,534.0,31,2009,7
District of Columbia,24.0,0.0,0,2009,7
Florida,23694.0,12349.0,1212,2009,7
Georgia,6383.0,4781.0,320,2009,7
Guam,10.0,21.0,1,2009,7
Hawaii,0.0,0.0,0,2009,7
Idaho,1426.0,2361.0,91,2009,7
Illinois,6742.0,6733.0,343,2009,7
Indiana,6953.0,6249.0,292,2009,7
Iowa,29.0,1747.0,6,2009,7
Kansas,3648.0,3510.0,185,2009,7
Kentucky,6320.0,5795.0,389,2009,7
Louisiana,6784.0,6226.0,279,2009,7
Maine,1405.0,2145.0,64,2009,7
Mariana Islands,0.0,0.0,0,2009,7
Maryland,3445.0,2749.0,11,2009,7
Massachusetts,2181.0,1422.0,65,2009,7
Michigan,1846.0,7062.0,58,2009,7
Minnesota,3775.0,6199.0,120,2009,7
Mississippi,3519.0,3617.0,199,2009,7
Missouri,10460.0,8303.0,415,2009,7
Montana,1846.0,3103.0,162,2009,7
Nebraska,11.0,1399.0,0,2009,7
Nevada,3038.0,2282.0,196,2009,7
New Hampshire,1958.0,1891.0,5,2009,7
New Jersey,2587.0,1748.0,91,2009,7
New Mexico,2801.0,2737.0,145,2009,7
New York,4082.0,8313.0,57,2009,7
North Carolina,176.0,7255.0,112,2009,7
North Dakota,659.0,1702.0,32,2009,7
Ohio,12794.0,10179.0,492,2009,7
Oklahoma,6465.0,5066.0,448,2009,7
Oregon,5009.0,5631.0,335,2009,7
Pennsylvania,0.0,42530.0,125,2009,7
Puerto Rico,540.0,97.0,16,2009,7
Rhode Island,447.0,399.0,56,2009,7
South Carolina,5605.0,3270.0,145,2009,7
South Dakota,1038.0,2241.0,73,2009,7
Tennessee,11526.0,7335.0,454,2009,7
Texas,23326.0,20778.0,1219,2009,7
Utah,1712.0,2289.0,105,2009,7
Vermont,623.0,780.0,21,2009,7
Virgin Islands,16.0,3.0,0,2009,7
Virginia,11029.0,9065.0,342,2009,7
Washington,7218.0,6415.0,307,2009,7
West Virginia,3262.0,3751.0,219,2009,7
Wisconsin,4128.0,6078.0,13,2009,7
Wyoming,992.0,1355.0,59,2009,7
Alabama,7909.0,7335.0,533,2009,6
Alaska,1773.0,2140.0,171,2009,6
Arizona,5878.0,4908.0,428,2009,6
Arkansas,3636.0,3427.0,226,2009,6
California,20060.0,18949.0,0,2009,6
Colorado,8963.0,8582.0,6582,2009,6
Connecticut,3588.0,2709.0,34,2009,6
Delaware,668.0,599.0,51,2009,6
District of Columbia,27.0,1.0,0,2009,6
Florida,23275.0,12448.0,1177,2009,6
Georgia,6330.0,4656.0,348,2009,6
Guam,22.0,22.0,1,2009,6
Hawaii,0.0,0.0,0,2009,6
Idaho,1508.0,2626.0,115,2009,6
Illinois,6907.0,7155.0,378,2009,6
Indiana,6842.0,6285.0,479,2009,6
Iowa,38.0,1771.0,10,2009,6
Kansas,3713.0,3404.0,297,2009,6
Kentucky,5800.0,5457.0,474,2009,6
Louisiana,6370.0,5462.0,368,2009,6
Maine,1443.0,2052.0,85,2009,6
Mariana Islands,0.0,0.0,0,2009,6
Maryland,3552.0,2772.0,20,2009,6
Massachusetts,2256.0,1502.0,159,2009,6
Michigan,1865.0,7054.0,174,2009,6
Minnesota,4287.0,6008.0,223,2009,6
Mississippi,3116.0,3043.0,241,2009,6
Missouri,10835.0,7823.0,549,2009,6
Montana,1873.0,3699.0,176,2009,6
Nebraska,6.0,1354.0,5,2009,6
Nevada,3372.0,2687.0,245,2009,6
New Hampshire,1897.0,1902.0,13,2009,6
New Jersey,2815.0,1827.0,95,2009,6
New Mexico,3028.0,3015.0,200,2009,6
New York,4358.0,8854.0,232,2009,6
North Carolina,179.0,7067.0,267,2009,6
North Dakota,697.0,1700.0,50,2009,6
Ohio,12529.0,10182.0,864,2009,6
Oklahoma,6100.0,4876.0,513,2009,6
Oregon,5518.0,6207.0,375,2009,6
Pennsylvania,1.0,43184.0,76,2009,6
Puerto Rico,507.0,130.0,26,2009,6
Rhode Island,533.0,443.0,95,2009,6
South Carolina,4802.0,2857.0,197,2009,6
South Dakota,1064.0,2369.0,105,2009,6
Tennessee,10816.0,7062.0,445,2009,6
Texas,23978.0,21010.0,1642,2009,6
Utah,2271.0,2773.0,120,2009,6
Vermont,619.0,683.0,46,2009,6
Virgin Islands,14.0,1.0,0,2009,6
Virginia,9000.0,7836.0,270,2009,6
Washington,7632.0,7044.0,558,2009,6
West Virginia,3231.0,3760.0,286,2009,6
Wisconsin,4239.0,6027.0,84,2009,6
Wyoming,1170.0,1739.0,83,2009,6
Alabama,8829.0,7878.0,559,2009,5
Alaska,1941.0,2470.0,161,2009,5
Arizona,7009.0,5248.0,486,2009,5
Arkansas,4031.0,3860.0,237,2009,5
California,21720.0,19881.0,0,2009,5
Colorado,9610.0,9227.0,8758,2009,5
Connecticut,3635.0,3014.0,89,2009,5
Delaware,783.0,594.0,62,2009,5
District of Columbia,29.0,0.0,0,2009,5
Florida,24856.0,13363.0,1195,2009,5
Georgia,7119.0,5205.0,371,2009,5
Guam,10.0,26.0,2,2009,5
Hawaii,0.0,0.0,0,2009,5
Idaho,1741.0,2880.0,160,2009,5
Illinois,7541.0,7609.0,321,2009,5
Indiana,8333.0,6790.0,612,2009,5
Iowa,32.0,1948.0,10,2009,5
Kansas,4307.0,3791.0,339,2009,5
Kentucky,6539.0,6080.0,545,2009,5
Louisiana,7143.0,5617.0,405,2009,5
Maine,1511.0,2124.0,100,2009,5
Mariana Islands,0.0,0.0,0,2009,5
Maryland,3379.0,2803.0,11,2009,5
Massachusetts,2374.0,1611.0,189,2009,5
Michigan,2111.0,8051.0,202,2009,5
Minnesota,4924.0,6387.0,283,2009,5
Mississippi,3774.0,3415.0,243,2009,5
Missouri,11593.0,8533.0,660,2009,5
Montana,2204.0,3943.0,207,2009,5
Nebraska,11.0,1383.0,5,2009,5
Nevada,3797.0,2834.0,268,2009,5
New Hampshire,2160.0,1962.0,4,2009,5
New Jersey,2763.0,1721.0,83,2009,5
New Mexico,3168.0,3093.0,244,2009,5
New York,4331.0,9477.0,292,2009,5
North Carolina,202.0,7918.0,273,2009,5
North Dakota,786.0,1924.0,54,2009,5
Ohio,14248.0,10629.0,917,2009,5
Oklahoma,7570.0,5803.0,622,2009,5
Oregon,5738.0,7930.0,384,2009,5
Pennsylvania,0.0,45521.0,113,2009,5
Puerto Rico,488.0,127.0,22,2009,5
Rhode Island,583.0,438.0,137,2009,5
South Carolina,5536.0,3346.0,238,2009,5
South Dakota,1150.0,2289.0,89,2009,5
Tennessee,12170.0,7862.0,420,2009,5
Texas,28423.0,23739.0,2028,2009,5
Utah,2470.0,3024.0,127,2009,5
Vermont,708.0,823.0,33,2009,5
Virgin Islands,20.0,2.0,0,2009,5
Virginia,10908.0,8602.0,301,2009,5
Washington,8910.0,8677.0,661,2009,5
West Virginia,3579.0,3950.0,325,2009,5
Wisconsin,4679.0,6934.0,93,2009,5
Wyoming,1350.0,1811.0,91,2009,5
Alabama,9679.0,8461.0,629,2009,4
Alaska,2336.0,2870.0,253,2009,4
Arizona,8879.0,6398.0,618,2009,4
Arkansas,5244.0,4822.0,259,2009,4
California,24726.0,22698.0,0,2009,4
Colorado,12388.0,11862.0,6027,2009,4
Connecticut,4332.0,3404.0,111,2009,4
Delaware,934.0,749.0,53,2009,4
District of Columbia,34.0,0.0,0,2009,4
Florida,29375.0,16392.0,1430,2009,4
Georgia,8918.0,6194.0,430,2009,4
Guam,24.0,16.0,0,2009,4
Hawaii,0.0,0.0,0,2009,4
Idaho,2423.0,4005.0,158,2009,4
Illinois,9711.0,9588.0,504,2009,4
Indiana,9930.0,9257.0,693,2009,4
Iowa,43.0,3095.0,29,2009,4
Kansas,5445.0,5135.0,450,2009,4
Kentucky,7815.0,8338.0,633,2009,4
Louisiana,8819.0,6601.0,499,2009,4
Maine,2138.0,2683.0,138,2009,4
Mariana Islands,0.0,0.0,0,2009,4
Maryland,4728.0,3590.0,22,2009,4
Massachusetts,2868.0,1973.0,170,2009,4
Michigan,2654.0,10888.0,240,2009,4
Minnesota,7629.0,11122.0,421,2009,4
Mississippi,4591.0,4297.0,280,2009,4
Missouri,14959.0,11949.0,840,2009,4
Montana,2467.0,4290.0,228,2009,4
Nebraska,14.0,1887.0,8,2009,4
Nevada,4693.0,4154.0,311,2009,4
New Hampshire,2723.0,2710.0,3,2009,4
New Jersey,3059.0,1919.0,81,2009,4
New Mexico,3551.0,3862.0,304,2009,4
New York,5407.0,12724.0,389,2009,4
North Carolina,200.0,9250.0,323,2009,4
North Dakota,1078.0,2285.0,93,2009,4
Ohio,18925.0,13879.0,1221,2009,4
Oklahoma,9943.0,8107.0,773,2009,4
Oregon,7488.0,8956.0,489,2009,4
Pennsylvania,2.0,59477.0,122,2009,4
Puerto Rico,513.0,116.0,24,2009,4
Rhode Island,734.0,579.0,156,2009,4
South Carolina,7036.0,3894.0,267,2009,4
South Dakota,1837.0,3342.0,131,2009,4
Tennessee,14262.0,9547.0,570,2009,4
Texas,34759.0,27916.0,2362,2009,4
Utah,3479.0,3783.0,155,2009,4
Vermont,820.0,1254.0,55,2009,4
Virgin Islands,25.0,3.0,0,2009,4
Virginia,14750.0,10959.0,394,2009,4
Washington,10692.0,9498.0,766,2009,4
West Virginia,4707.0,5147.0,340,2009,4
Wisconsin,7041.0,12200.0,165,2009,4
Wyoming,1525.0,2107.0,106,2009,4
Alabama,12222.0,12307.0,738,2009,3
Alaska,2063.0,2564.0,216,2009,3
Arizona,9136.0,6920.0,719,2009,3
Arkansas,6679.0,6223.0,289,2009,3
California,25647.0,25791.0,0,2009,3
Colorado,13812.0,13380.0,4875,2009,3
Connecticut,4862.0,4072.0,166,2009,3
Delaware,1016.0,961.0,54,2009,3
District of Columbia,40.0,0.0,0,2009,3
Florida,33030.0,19076.0,1665,2009,3
Georgia,12007.0,8976.0,580,2009,3
Guam,10.0,17.0,0,2009,3
Hawaii,0.0,0.0,0,2009,3
Idaho,2885.0,4852.0,226,2009,3
Illinois,11271.0,12079.0,523,2009,3
Indiana,13079.0,11272.0,962,2009,3
Iowa,62.0,4418.0,22,2009,3
Kansas,6893.0,6182.0,497,2009,3
Kentucky,9861.0,9571.0,720,2009,3
Louisiana,10781.0,8223.0,643,2009,3
Maine,2445.0,2998.0,203,2009,3
Mariana Islands,0.0,0.0,0,2009,3
Maryland,5564.0,4027.0,24,2009,3
Massachusetts,3372.0,2355.0,223,2009,3
Michigan,3089.0,13122.0,279,2009,3
Minnesota,7683.0,11212.0,470,2009,3
Mississippi,5391.0,5577.0,319,2009,3
Missouri,18212.0,14060.0,1034,2009,3
Montana,2914.0,4365.0,284,2009,3
Nebraska,10.0,2343.0,18,2009,3
Nevada,5254.0,4424.0,311,2009,3
New Hampshire,2819.0,2824.0,8,2009,3
New Jersey,3011.0,2150.0,103,2009,3
New Mexico,4384.0,4491.0,366,2009,3
New York,5447.0,13506.0,378,2009,3
North Carolina,265.0,12004.0,391,2009,3
North Dakota,1033.0,2134.0,75,2009,3
Ohio,22991.0,15972.0,1474,2009,3
Oklahoma,10104.0,8493.0,790,2009,3
Oregon,9003.0,11134.0,618,2009,3
Pennsylvania,4.0,69206.0,182,2009,3
Puerto Rico,588.0,117.0,22,2009,3
Rhode Island,781.0,621.0,155,2009,3
South Carolina,8144.0,5443.0,320,2009,3
South Dakota,1944.0,3512.0,119,2009,3
Tennessee,17333.0,12230.0,638,2009,3
Texas,39711.0,30837.0,2779,2009,3
Utah,3825.0,4437.0,215,2009,3
Vermont,1057.0,1324.0,75,2009,3
Virgin Islands,23.0,4.0,0,2009,3
Virginia,15879.0,12574.0,470,2009,3
Washington,12231.0,11231.0,981,2009,3
West Virginia,5468.0,5967.0,363,2009,3
Wisconsin,8549.0,15092.0,28,2009,3
Wyoming,1900.0,2447.0,114,2009,3
Alabama,13196.0,12349.0,765,2009,2
Alaska,1927.0,2192.0,225,2009,2
Arizona,9097.0,6842.0,627,2009,2
Arkansas,7254.0,6875.0,450,2009,2
California,21699.0,20438.0,0,2009,2
Colorado,12676.0,11917.0,4596,2009,2
Connecticut,4552.0,3581.0,157,2009,2
Delaware,1050.0,793.0,43,2009,2
District of Columbia,40.0,0.0,0,2009,2
Florida,31718.0,18854.0,1417,2009,2
Georgia,14544.0,9694.0,692,2009,2
Guam,18.0,16.0,0,2009,2
Hawaii,0.0,0.0,0,2009,2
Idaho,2716.0,3887.0,229,2009,2
Illinois,9434.0,9809.0,537,2009,2
Indiana,12371.0,10320.0,756,2009,2
Iowa,39.0,3526.0,15,2009,2
Kansas,6095.0,5784.0,493,2009,2
Kentucky,10137.0,9677.0,902,2009,2
Louisiana,10891.0,8192.0,571,2009,2
Maine,1965.0,2301.0,160,2009,2
Mariana Islands,0.0,0.0,0,2009,2
Maryland,4732.0,4308.0,26,2009,2
Massachusetts,2790.0,1723.0,198,2009,2
Michigan,2616.0,10944.0,255,2009,2
Minnesota,5961.0,7939.0,338,2009,2
Mississippi,6683.0,6465.0,416,2009,2
Missouri,17405.0,13693.0,1053,2009,2
Montana,2427.0,3740.0,258,2009,2
Nebraska,10.0,2141.0,13,2009,2
Nevada,4777.0,3495.0,323,2009,2
New Hampshire,2567.0,2285.0,1,2009,2
New Jersey,2444.0,1799.0,94,2009,2
New Mexico,4453.0,4332.0,345,2009,2
New York,4576.0,11605.0,337,2009,2
North Carolina,317.0,13072.0,489,2009,2
North Dakota,1043.0,2042.0,79,2009,2
Ohio,21117.0,14200.0,1540,2009,2
Oklahoma,11205.0,8972.0,889,2009,2
Oregon,7981.0,9473.0,580,2009,2
Pennsylvania,0.0,57150.0,191,2009,2
Puerto Rico,507.0,89.0,13,2009,2
Rhode Island,671.0,551.0,133,2009,2
South Carolina,9482.0,5907.0,384,2009,2
South Dakota,1767.0,3402.0,124,2009,2
Tennessee,18514.0,12519.0,741,2009,2
Texas,42121.0,31716.0,2854,2009,2
Utah,4319.0,4384.0,194,2009,2
Vermont,1050.0,1182.0,82,2009,2
Virgin Islands,18.0,2.0,0,2009,2
Virginia,16705.0,12591.0,467,2009,2
Washington,11418.0,10296.0,835,2009,2
West Virginia,5511.0,5859.0,445,2009,2
Wisconsin,6283.0,10441.0,6,2009,2
Wyoming,1701.0,2272.0,124,2009,2
Alabama,12280.0,12563.0,777,2009,1
Alaska,1783.0,1959.0,217,2009,1
Arizona,8304.0,6642.0,563,2009,1
Arkansas,5567.0,6446.0,365,2009,1
California,21603.0,21205.0,0,2009,1
Colorado,12325.0,11576.0,4291,2009,1
Connecticut,4130.0,3506.0,151,2009,1
Delaware,971.0,848.0,41,2009,1
District of Columbia,33.0,1.0,0,2009,1
Florida,29351.0,18574.0,1384,2009,1
Georgia,11415.0,9324.0,543,2009,1
Guam,22.0,30.0,2,2009,1
Hawaii,0.0,0.0,0,2009,1
Idaho,2404.0,3506.0,219,2009,1
Illinois,9012.0,9485.0,440,2009,1
Indiana,11648.0,10284.0,790,2009,1
Iowa,35.0,3305.0,33,2009,1
Kansas,6488.0,6418.0,471,2009,1
Kentucky,8922.0,8631.0,875,2009,1
Louisiana,9366.0,10487.0,584,2009,1
Maine,1721.0,2195.0,116,2009,1
Mariana Islands,0.0,0.0,0,2009,1
Maryland,4456.0,4108.0,14,2009,1
Massachusetts,2570.0,1820.0,149,2009,1
Michigan,2403.0,9604.0,221,2009,1
Minnesota,5561.0,7035.0,375,2009,1
Mississippi,5456.0,7611.0,349,2009,1
Missouri,15627.0,12613.0,939,2009,1
Montana,2056.0,3049.0,244,2009,1
Nebraska,8.0,2366.0,12,2009,1
Nevada,4663.0,3623.0,294,2009,1
New Hampshire,2444.0,2279.0,15,2009,1
New Jersey,2216.0,1915.0,85,2009,1
New Mexico,3759.0,3966.0,299,2009,1
New York,4512.0,11128.0,222,2009,1
North Carolina,268.0,13042.0,413,2009,1
North Dakota,888.0,2140.0,64,2009,1
Ohio,17698.0,12963.0,1254,2009,1
Oklahoma,9907.0,8648.0,814,2009,1
Oregon,7610.0,8616.0,473,2009,1
Pennsylvania,0.0,54359.0,114,2009,1
Puerto Rico,538.0,78.0,9,2009,1
Rhode Island,642.0,506.0,139,2009,1
South Carolina,7516.0,5355.0,308,2009,1
South Dakota,1689.0,3345.0,141,2009,1
Tennessee,16542.0,12075.0,664,2009,1
Texas,36799.0,33028.0,2554,2009,1
Utah,4608.0,4488.0,218,2009,1
Vermont,726.0,832.0,61,2009,1
Virgin Islands,24.0,1.0,0,2009,1
Virginia,14276.0,12469.0,388,2009,1
Washington,10586.0,9757.0,826,2009,1
West Virginia,4401.0,5499.0,407,2009,1
Wisconsin,5678.0,8160.0,9,2009,1
Wyoming,1666.0,2011.0,99,2009,1
Alabama,15385.0,26683.0,818,2008,12
Alaska,2712.0,3796.0,271,2008,12
